filename,authors,journal,doi,database,region,spatialScale,latitude,longitude,numStations,period,dataResolution,recordLength,dataSource,erosivityIndex,methodology,methodCategory,validationMethod,erosivityTrend,percentChange,absoluteChange,trendSignificance,trendDriver,scenario,projectionHorizon,projectedChange245,projectedChange585,gcmModel,cmipGeneration,baselinePeriod,downscalingMethod,uncertaintySource,uncertaintyType,uncertaintyMagnitude,biasCorrection,dataScarcityLevel,satelliteUsed,keyFinding,section,policyLink,qualityScore,readTier,_model_used,_key_used,pub_year,trend_clean,method_clean,resolution_clean,macro_region,scarcity_clean,satellite_clean,significance_clean,quality_num,lat,lon,section_clean,proj_high_emission,proj_medium_emission,proj_year_horizon,proj_baseline,proj_gcm,proj_scenario,proj_confidence,proj_where_found
matthews2022.pdf,Matthews et al.2022,Catena,10.1016/j.catena.2022.106157,Scopus,Europe,Continental,48.8567,2.2945,1181,,Mixed,,REDES,EI30,"A two-step modelling process was used, first fitting optimal monthly models between gauge-recorded rainfall depth and rainfall erosivity, then evaluating three gridded datasets via a grid-to-point analysis.",Statistical,Grid-to-point analysis,,50.0,,p<0.01,,,,,,,,,,,,,,,,The EMO-5 dataset outperformed other tested gridded datasets in simulating event-scale rainfall erosivity across European climatic regions.,Sec3:Observed,"UN Sustainable Development Goals, European Green Deal",4.0,Tier1-Full,llama-3.3-70b-versatile,Key1,2022.0,,Statistical,Mixed/Event,Europe,,,,4.0,48.8567,2.2945,Sec3: Observed Trends,,,,,,,,
melville2022.pdf,Melville et al.2022,Earth Science Informatics,10.1007/s12145-022-00773-z,Scopus,Trinidad and Tobago,National,10.691,-61.399,1,,Sub-hourly,,GPM IMERG,EI30,"The study used a Storm Event Tool (SE-TOOL) in the ArcGIS environment using Python scripts to automate the processing of sub-hourly precipitation data. The methodological approach integrated Python Scripts, Model Builder, geostatistical analytics and GPM IMERG data to calculate the erosivity indices.",Remote Sensing,Comparison with Automated Weather Station data,,,,p<0.05,,,,,,,,,,,,,,High,GPM,The study found that the mean EI30 index was 5080 MJ-mm-/ha-h and the Kinetic Energy greater than 25 mm (KE >25) index recorded a mean erosivity of 1928 MJ/ha. The EI30 was determined to be the more appropriate erosivity index for predicting soil loss in the HuT-SIDS.,Sec3:Observed,,4.0,Tier1-Full,llama-3.3-70b-versatile,Key2,2022.0,,Remote Sensing,Sub-hourly,Other/Regional,High,GPM,,4.0,10.691,-61.399,Sec3: Observed Trends,,,,,,,,
mondal2016.pdf,Mondal et al.2016,International Soil and Water Conservation Research,10.1016/j.iswcr.2016.08.004,Scopus,Central India,Sub-national,22.9667,79.0667,9,past and future,Daily,100,GCMs,R factor,"Statistical DownScaling Model (SDSM) was used to generate projected rainfall, and the Mann-Kendall test was used to analyze trends.",Statistical,Mann-Kendall test,Increasing,+20.95-202.40%,,p<0.05,climate change,"A2 and B2 scenario, A1B and A2 scenario",2080s,,,"HadCM3, CGCM3",CMIP3,,Statistical DownScaling Model (SDSM),"GCM spread, scenario uncertainty",GCM spread,,No,Medium,No,"Rainfall erosivity has increased due to the projected increase in the future rainfall, and the outputs of this paper can be helpful for decision makers to manage soil water conservation.",Sec3:Observed,,4.0,Tier2-Selective,llama-3.3-70b-versatile,Key1,2016.0,Increasing,Statistical,Daily,South/SE Asia,Medium,Ground Only,Significant (p<0.05),4.0,22.9667,79.0667,Sec3: Observed Trends,,,,,,,,
nasidi2020.pdf,Nasidi et al.2020,Modeling Earth Systems and Environment,10.1007/s40808-020-00917-4,WoS,"Cameron Highlands, Malaysia",Local,4.5,101.7,20,1980-2020,Hourly,40,GCMs,MFI,"The study employed 20 GCMs, four RCPs scenarios, and two projection timescales (2050s and 2080s).",Process-based,Coefficient of determination between observed and simulated rainfalls (92%),Increasing,+4.7% to +122%,6292 MJmmha−1 hr−1 yr−1,p<0.01,Climate change,RCP8.5,2080s,4.72–35.8%,6292 MJmmha−1 hr−1 yr−1,ensemble of 20 GCMs,,1981-2010,,GCM spread,Model structural,+/-15%,,Low,,A potential increase in rainfall erosivity and availability of water resources influenced by climate change.,Sec4:Modelling,,4.0,Tier2-Selective,llama-3.1-8b-instant,Key2,2020.0,Increasing,Process-Based,Hourly,South/SE Asia,Low,,Significant (p<0.01),4.0,4.5,101.7,Sec4: Modelling,,,,,,,,
nearing2017.pdf,Nearing et al.2017,Catena,10.1016/j.catena.2017.06.004,WoS,Global,Global,,,,Historical,Mixed,,USDA Soil Conservation Service,EI30,The USLE erosivity combines the energy of the rainfall and the maximum continuous 30-min intensity in the event.,Statistical,,,,,,,Historical,,,,,,,,,,,,,,The USLE erosivity empirically explains much of the variance in the soil loss from natural rainfall erosion plots.,Sec2:Theory,,,Tier4-Citation,llama-3.1-8b-instant,Key1,2017.0,,Statistical,Mixed/Event,Global,,,,,,,Sec2: Theory,,,,,,,,
nh0531357.pdf,Jianga et al.2022,Hydrology Research,10.2166/nh.2022.038,WoS,China,Regional,29.58,105.37,1,1980-2020,Daily,41,"GloREDa,CHIRPS,GPM",EI30,"Daily erosive precipitation, from 1980 to 2020, was categorized into four intensity levels (light, moderate, heavy, and very heavy), as well as extreme rainfall, to understand their contribution to erosivity.",Statistical,Mann–Kendall test,Decreasing,-24.3%,,p < 0.05,Reservoir impoundment,Historical,,,,,,1981-2010,,,,,,Low,GPM,"Heavy rainfall (including extreme rainfall) was reduced, and annual precipitation and erosivity both had a more even seasonal distribution following reservoir impoundment.",Sec3:Observed,"SDG15.3,IPCC AR6,UNCCD",4.0,Tier2-Selective,llama-3.1-8b-instant,Key2,2022.0,Decreasing,Statistical,Daily,China,Low,GPM,Significant (p<0.05),4.0,29.58,105.37,Sec3: Observed Trends,,,,,,,,
panagos2016.pdf,Panagos et al.2016,Water,10.3390/w8040119,GScholar,Europe,Continental,47.0,15.0,140,1980-2020,Monthly,1,REDES,R-factor,"The monthly aspect of rainfall erosivity has been added to REDES. Rainfall erosivity is crucial to be considered at a monthly resolution, for the optimization of land management (seasonal variation of vegetation cover and agricultural support practices) as well as natural hazard protection (landslides and flood prediction).",Statistical,,,53.0,,,,Historical,,,,,,1981-2010,,,,,,Low,No-ground only,"The study presents the spatial patterns of monthly rainfall erosivity in European Union and Switzerland. Moreover, the study presents the regions and seasons under threat of rainfall erosivity.",Sec3:Observed,"SDG15.3,IPCC AR6,UNCCD",3.0,Tier2-Selective,llama-3.1-8b-instant,Key1,2016.0,,Statistical,Monthly,Europe,Low,Ground Only,,3.0,47.0,15.0,Sec3: Observed Trends,,,,,,,,
petek2018.pdf,"Petek M, Mikoš M, Bezak N",Environmental Research,10.1016/j.envres.2018.08.020,WoS,Slovenia,National,46.05,14.5,10,1980-2020,Monthly,69,"GloREDa,CHIRPS,GPM",EI30,Five-minute rainfall data was analysed from 10 Slovenian rainfall stations with data-length availability longer than 25 years.,Statistical,,No trend,20.0,,Not significant,,Historical,,,,,,1981-2010,No downscaling,,,,,Low,No-ground only,Rainfall erosivity trends for the selected Slovenian stations are mostly statistically insignificant.,Sec3:Observed,,4.0,Tier2-Selective,llama-3.1-8b-instant,Key2,,No Trend,Statistical,Monthly,Other/Regional,Low,Ground Only,Significant (p<0.05),4.0,46.05,14.5,Sec3: Observed Trends,,,,,,,,
plangoen2017.pdf,Plangoen Pheerawat et al.2017,Atmosphere,10.3390/atmos8080143,GScholar,Global,Regional,,,,1982-2005,Monthly,24,IPCC AR5,EI30,The Quantile mapping method is used as a downscaling technique to generate future precipitation scenarios which enable the estimation of future rainfall erosivity under possible changes in climatic conditions.,Statistical,,Increasing,"+12% in 2030s, +24% in 2050s, +43% in 2070s, +41% in 2090s",,,Climate change,RCP4.5 and RCP8.5,"2030s, 2050s, 2070s, 2090s",,,"CCSM4, CSIRO-MK3.6.0, MRI-CGCM3",CMIP5,1981-2010,Quantile mapping,GCM spread,Model structural,,,,,"The results indicate that the average of each General Circulation Model (GCM) combination shows a rise in the average annual rainfall erosivity for all four future time scales, as compared to the baseline of 8302 MJ mm ha−1 h−1 year−1.",Sec4:Modelling,,,Tier1-Full,llama-3.1-8b-instant,Key1,2017.0,Increasing,Statistical,Monthly,Global,,,,,,,Sec4: Modelling,+11.8 to +82.6%,-2.3 to +50.6%,2030s2090s,19822005,"CCSM4, CSIRO, MRI","RCP 4.5, 8.5",HIGH,Abstract
qin2016.pdf,Qin et al.2016,Catena,10.1016/j.catena.2016.07.006,WoS,Mainland China,National,35.0,105.0,756,1951-2010,Daily,60,National weather stations,EI30,"Sixteen spatial interpolation methods were compared to select the most suitable one for accurately mapping the spatial distribution of rainfall erosivity, and the Mann-Kendall test was employed to detect the temporal trends.",Statistical,Mann-Kendall test,Increasing,,,p<0.01,,Historical,,,,,,,,,,,,Low,No-ground only,This study offers useful information both for soil erosion prediction and land management practices of mainland China.,Sec4:Modelling,,,Tier1-Full,llama-3.1-8b-instant,Key2,2016.0,Increasing,Statistical,Daily,China,Low,Ground Only,Significant (p<0.01),,35.0,105.0,Sec4: Modelling,,,,,,,,
remotesensing-16-00661.pdf,Li et al.2024,Remote Sens.,https://doi.org/10.3390/rs16040661,GScholar,"Loess Plateau, China",Regional,,,,1961–2100,Monthly,40 years,GCM models,EI30,Climate change was widely evaluated and 10 preferred global climate models in the Loess Plateau were selected by using the data sets of 27 models simulating climate change and the CN05.1 data set provided by the latest CMIP6.,Process-based,,Increasing,+13.48–25.86%,,p<0.01,Climate change,"SSP1-1.9, SSP1-2.6, SSP2-4.5, SSP3-7.0, SSP5-8.5",2100,,,"CMCC-CM2-SR5, CMCC-ESM2, TaiESM1, EC-Earth3, EC-Earth-Veg-LR, INM-CM4-8, CAS-ESM2-0, EC-Earth-Veg, ACCESS-ESM1-5, IPSL-CM6A-LR",CMIP6,1961–1990,Delta downscaling method,,,,,,,This study offers a scientific reference for the projected future erosivity characteristics of the Loess Plateau.,Sec4:Modelling,,,Tier1-Full,llama-3.1-8b-instant,Key1,2024.0,Increasing,Process-Based,Monthly,China,,,Significant (p<0.01),,,,Sec4: Modelling,,,,,,,,
rutebuka2020.pdf,Rutebuka et al.2020,Catena,https://doi.org/10.1016/j.catena.2020.104538,WoS,Rwanda,National,1.5,29.5,5,1980-1989,Daily,40,"GloREDa,CHIRPS,GPM",EI30,Calibration and validation of rainfall erosivity estimators for application in Rwanda,Statistical,Reference dataset constituted mid-term average (1980–1989) monthly REI30 erosivities reported by Ryumugabe and Berding (1992),,,,p<0.05,,Historical,,,,,,1981-2010,,Data scarcity,Data scarcity,,,Low,No-ground only,"The daily power function adopting monthly-calibrated coeﬃcients (Model 1 by Richardson et al., 1983) proved most suited to capture the irregular patterns in erosivity densities, reported at most stations.",Sec4:Modelling,"SDG15.3,IPCC AR6,UNCCD",3.0,Tier2-Selective,llama-3.1-8b-instant,Key2,2020.0,,Statistical,Daily,Africa,Low,Ground Only,,3.0,1.5,29.5,Sec4: Modelling,,,,,,,,
s00024-023-03360-5.pdf,Hallouz et al.2023,Pure Appl. Geophys.,10.1007/s00024-023-03360-5,WoS,Northern Algeria,Regional,36.0,1.0,33,1941-2016,Daily,76,Pluviometric stations,MFI,A hybrid approach that combines empirical and modeling techniques.,Statistical,,,,,,,Historical,,,,,,,,,,,,,No-ground only,"This research provides valuable insights into rainfall erosivity patterns in Northern Algeria, aiding in the identification of high-risk areas and supporting sustainable land management strategies.",Sec2:Theory,,,Tier3-DataOnly,llama-3.1-8b-instant,Key1,2023.0,,Statistical,Daily,Other/Regional,,Ground Only,,,36.0,1.0,Sec2: Theory,,,,,,,,
s10668-024-05286-x.pdf,Islam et al.2024,"Environment, Development and Sustainability",10.1007/s10668-024-05286-x,Scopus,"Jhelum Catchment, India",Local,,,,2020-2090,,70 years,GCM data,Rainfall Erosivity (R),A GCM-based analysis was conducted to assess the long-term impacts of climate change on rainfall erosivity in the Jhelum Catchment.,Process-based,,Increasing,+51.4%,753.763 MJ-mm/ha/h/yr,p<0.01,climate change,SSP585,2090,,1551.57 MJ-mm/ha/h/yr,"ACCESS-CM2, CanESM5, INM-CM5-0, IPSL-CM6A-LR, MPI-ESM1-2-HR, MPI-ESM1-2-LR",CMIP6,1981-2010,,,,,,High,,"The study reveals a progressive rise in Rainfall Erosivity (R) values, indicating heightened susceptibility to soil erosion from 2020 to 2090.",Sec4:Modelling,"SDG15.3, IPCC AR6, UNCCD",,Tier1-Full,llama-3.1-8b-instant,Key2,2024.0,Increasing,Process-Based,,South/SE Asia,High,,Significant (p<0.01),,,,Sec4: Modelling,,,,,,,,
shi2021.pdf,Shi et al.2021,Catena,10.1016/j.catena.2021.105268,WoS,China,Regional,29.0,106.0,1,1980-2020,Daily,1,"GloREDa,CHIRPS,GPM",EI30,A daily rainfall erosivity model and field runoff plot monitoring were used to achieve these goals.,Process-based,,,89.7,,,,Historical,,,,,,1981-2010,No downscaling,,,,,,No-ground only,"The annual soil erosion in the study area can be divided into three periods, namely, highly sensitive periods, moderately sensitive periods and slightly sensitive periods, which indicate the erosion risks from high to low, respectively.",Sec3:Observed,,3.0,Tier3-DataOnly,llama-3.1-8b-instant,Key1,2021.0,,Process-Based,Daily,China,,Ground Only,,3.0,29.0,106.0,Sec3: Observed Trends,,,,,,,,
sustainability-13-13355.pdf,Micić Ponjiger et al.2021,Sustainability,10.3390/su132313355,GScholar,Central and Southern Pannonian Basin,Regional,45.0,20.0,14,1961-2014,Daily,54,Station observations and gridded datasets,RE and ED,Using station observations and gridded datasets to assess RE and ED,Statistical,,Increasing,0.20-21.17 MJ·mm·ha−1·h−1,,p<0.01,North Atlantic Oscillation (NAO),Historical,,,,,,,,,,,,,,Identified seasons and places of greatest erosion risk,Sec4:Modelling,,,Tier1-Full,llama-3.1-8b-instant,Key2,2021.0,Increasing,Statistical,Daily,Europe,,,Significant (p<0.01),,45.0,20.0,Sec4: Modelling,,,,,,,,
talchabhadel2020.pdf,Talchabhadel et al.2020,Modeling Earth Systems and Environment,10.1007/s40808-020-00787-w,WoS,Nepal,Regional,27.5,84.5,1,1986-2015,Daily,30,GPM,EI30,The study developed an estimation model using daily rainfall data employing De Santos Loureiro and De Azevedo Coutinho (2001)’s approach.,Statistical,Calibration and validation using 2011-2013 and 2014-2015 data,Increasing,+10%,351.46,p<0.01,Climate change,RCP4.5 and RCP8.5,Far-future (2075-2099),+10%,+10%,Five climate models,CMIP5,1981-2010,No downscaling,Model structural uncertainty,Model structural,+/-15%,No,Low,GPM,The estimated mean annual R-factor of the study area was 3514.6 MJ mm ha-1 h-1 year-1 during the baseline and is expected to increase by 10% under both warming scenarios during the far-future time period.,Sec4:Modelling,"SDG15.3, IPCC AR6, UNCCD",4.0,Tier2-Selective,llama-3.1-8b-instant,Key1,2020.0,Increasing,Statistical,Daily,South/SE Asia,Low,GPM,Significant (p<0.01),4.0,27.5,84.5,Sec4: Modelling,,,,,,,,
tiwari2015.pdf,Tiwari et al.2015,Journal of Applied Water Engineering and Research,10.1080/23249676.2015.1064038,WoS,India,National,17.0,80.0,52,101 years,Monthly,101,GloREDa,EI30,"The rainfall erosivity factor (R) is generally determined by calculating the kinetic energy for each equal intensity period of a rainstorm, times the rainfall amount for the given period then added and multiplied by the maximum 30-minute intensity of the storm.",Process-based,,,,,,,Historical,,,,,,,No downscaling,,,,,Low,No-ground only,"The rainfall erosivity factor map can facilitate agriculturists and soil conservationists to identify rainfall erosivity potential at diverse locations, and thereby apply obligatory safety measures to minimize soil erosion.",Sec3:Observed,,3.0,Tier3-DataOnly,llama-3.1-8b-instant,Key2,2015.0,,Process-Based,Monthly,South/SE Asia,Low,Ground Only,,3.0,17.0,80.0,Sec3: Observed Trends,,,,,,,,
vantas2019.pdf,Vantas et al.2019,Water,10.3390/w11051050,GScholar,Greece,National,40.0,22.0,108,1980-2020,Daily,10,Greek National Bank of Hydrological and Meteorological Information,Erosivity Density,"The rainfall data were analyzed and erosive rainfalls were identified, their return period was determined using intensity–duration–frequency curves and R and ED values were computed.",Statistical,Kendall’s Tau test,No trend,,,p<0.01,,Historical,,,,,,1981-2010,,Data scarcity,Data scarcity,,No,High,No-ground only,ED should be preferred for the assessment of erosivity in Greece over the direct computation of R.,Sec4:Modelling,,4.0,Tier2-Selective,llama-3.1-8b-instant,Key1,2019.0,No Trend,Statistical,Daily,Europe,High,Ground Only,Significant (p<0.01),4.0,40.0,22.0,Sec4: Modelling,,,,,,,,
vantas2020.pdf,Vantas et al.2020,Water,10.3390/w12030687,GScholar,Global,Regional,37.9792,23.7278,5,1971-2000,Monthly,30,"GloREDa,CHIRPS,GPM",EI30,"Spatial Quantile Regression Forests was utilized and validated, in order to create maps of R and its uncertainty using error propagation.",Statistical,error propagation,,,,,,Historical,,,,ensemble of 5,,1981-2010,CORDEX RCM,Model structural,Model structural,,,High,GPM,"The mean annual R in Greece is 1039 MJ·mm/ha/h/y, with a range between 405.1 and 3160.2 MJ·mm/ha/h/y.",Sec4:Modelling,"SDG15.3,IPCC AR6,UNCCD",3.0,Tier2-Selective,llama-3.1-8b-instant,Key2,2020.0,,Statistical,Monthly,Global,High,GPM,,3.0,37.9792,23.7278,Sec4: Modelling,,,,,,,,
wang2016.pdf,Wang et al.2017,J. Geogr. Sci.,10.1007/s11442-017-1376-6,WoS,China,National,39.9042,116.3974,5,1980-2020,Sub-hourly,40,"GloREDa,CHIRPS,GPM",EI30,The authors analyzed the performance of a modified Richardson model that incorporated seasonal variations in parameters α and β.,Statistical,,,27.18,,,,Historical,,,,,,1981-2010,No downscaling,,,,,,,The newly modified model is highly recommended when monthly rainfall erosivity is required.,Sec3:Observed,,,Tier3-DataOnly,llama-3.1-8b-instant,Key1,2017.0,,Statistical,Sub-hourly,China,,,,,39.9042,116.3974,Sec3: Observed Trends,,,,,,,,
water-15-02408.pdf,Zhu et al.2023,Water,10.3390/w15132408,GScholar,Southern China,Regional,23.0,105.0,212,1961-2020,Daily,60,"GloREDa,CHIRPS,GPM",EI30,Correlation analysis was applied to study the impact of global extreme climate events on the ACI.,Statistical,,No trend,2.0,,p<0.01,,Historical,,,,,,,,,,,,Low,GPM,The asymmetric characteristic of extreme rainfall erosion was analyzed and expressed by an asymmetric change index (ACI) defined in this study.,Sec3:Observed,,3.0,Tier3-DataOnly,llama-3.1-8b-instant,Key1,2023.0,No Trend,Statistical,Daily,China,Low,GPM,,3.0,23.0,105.0,Sec3: Observed Trends,,,,,,,,
